tweet_id,created_at,user_name,screen_name,original_text,cleaned_text,normalized_text,preprocessed_text
2078313073333633057,Sat Jul 18 02:57:04 +0000 2026,Kotaro Mieyamin,belalangsemprul,"@farisrachman_1 Ikut2an komentar ttg BI
Gak ngitung dampak ekonomi saat Pertamax naik
Gak paham utak Atik SAL harus sepengetahuan DPR

Kurang kacau apa cb",ikutan komentar ttg bi gak ngitung dampak ekonomi saat pertamax naik gak paham utak atik sal harus sepengetahuan dpr kurang kacau apa cb,ikutan komentar tentang bi enggak ngitung dampak ekonomi saat pertamax naik enggak paham utak atik sal harus sepengetahuan dpr kurang kacau apa coba,ikut komentar bi enggak ngitung dampak ekonomi pertamax naik enggak paham utak atik sal tahu dpr kurang kacau apa coba
2078285843618484353,Sat Jul 18 01:08:52 +0000 2026,Bloomberg Technoz,BloombergTZ,"Ekonom Fitra Badiul Hadi menilai antrean dan kelangkaan Pertalite di Sumatra menunjukkan lemahnya perencanaan distribusi Pertamina dalam mengantisipasi lonjakan permintaan setelah kenaikan harga Pertamax.

Simak selengkapnya: https://t.co/ToiOm0e3B9 https://t.co/QZoXjqzwV2",ekonom fitra badiul hadi menilai antrean dan kelangkaan pertalite di sumatra menunjukkan lemahnya perencanaan distribusi pertamina dalam mengantisipasi lonjakan permintaan setelah kenaikan harga pertamax simak selengkapnya,ekonom fitra badiul hadi menilai antrean dan kelangkaan pertalite di sumatra menunjukkan lemahnya perencanaan distribusi pertamina dalam mengantisipasi lonjakan permintaan setelah kenaikan harga pertamax simak selengkapnya,ekonom fitra badiul had nilai antre langka pertalite sumatra tunjuk lemah rencana distribusi pertamina antisipasi lonjak minta naik harga pertamax simak lengkap
2078285224249811434,Sat Jul 18 01:06:24 +0000 2026,NISANI🍑,adamnisani07,@CarolineLukita @tanyarlfes Sebelumnya kan pertalit oplosan ron tidak sesuai jadi pada beralih ke pertamax sebelum naik harga,sebelumnya kan pertalit oplosan ron tidak sesuai jadi pada beralih ke pertamax sebelum naik harga,sebelumnya kan pertalit oplosan ron tidak sesuai jadi pada beralih ke pertamax sebelum naik harga,belum kan pertalit oplos ron sesuai jadi alih pertamax naik harga
2078264224665460766,Fri Jul 17 23:42:58 +0000 2026,helloliz,dreamy_lofoten,Ga normal sebelum Pertamax turun harga 💀,ga normal sebelum pertamax turun harga,enggak normal sebelum pertamax turun harga,enggak normal pertamax turun harga
2078260861244993833,Fri Jul 17 23:29:36 +0000 2026,chocomochi🐾,maharanisvt_,"@tanyarlfes Iya nder di sumatera kmrn aku naik bis nyari solar susah bgt, sekalinya ada pom antrian panjang ngekor bgt sampe berjam2 disitu bahkan ada yg nginep jg. Pas aku sampe jawa ya hampir sama bedanya ini pertalite antrian panjang bgt, sampe buru2 akhirnya ngisi pertamax",iya nder di sumatera kmrn aku naik bis nyari solar susah bgt sekalinya ada pom antrian panjang ngekor bgt sampe berjam disitu bahkan ada yg nginep jg pas aku sampe jawa ya hampir sama bedanya ini pertalite antrian panjang bgt sampe buru akhirnya ngisi pertamax,iya nder di sumatera kemarin aku naik bis mencari solar susah banget sekalinya ada pom antrian panjang ngekor banget sampai berjam disitu bahkan ada yang nginep juga pas aku sampai jawa ya hampir sama bedanya ini pertalite antrian panjang banget sampai buru akhirnya ngisi pertamax,iya nder sumatera kemarin aku naik bis cari solar susah banget sekali pom antri panjang ngekor banget jam situ bahkan nginep pas aku jawa hampir sama beda pertalite antri panjang banget buru akhir ngisi pertamax
2078248983122874630,Fri Jul 17 22:42:24 +0000 2026,Daeng Sampara 2,nasranmaarif963,@tekarok007 Morowali gas melon 3 kilo masih diangka 120.000... pertalite setengah botol 15.000 padahal perasaan yg naik pertamax dah....,morowali gas melon kilo masih diangka pertalite setengah botol padahal perasaan yg naik pertamax dah,morowali gas melon kilo masih diangka pertalite setengah botol padahal perasaan yang naik pertamax deh,morowali gas melon kilo angka pertalite tengah botol padahal asa naik pertamax
2078247093966361070,Fri Jul 17 22:34:53 +0000 2026,Kylo Ren(dra),renkyloren28,"Pertamax naik jadi 16.250 beneran berasa anjirr. Motor beat klo lgi kerja biasa ngisi 20rb udh dapet 1,5 ltr awet smpe H+1, skrg 25rb baru dapet 1,5 ltr. Motor satu lagi tangki lebih gede 5 ltr isi ron 92 full bisa 80 ribuan, untung jarang dipake😭",pertamax naik jadi beneran berasa anjirr motor beat klo lgi kerja biasa ngisi rb udh dapet ltr awet smpe h skrg rb baru dapet ltr motor satu lagi tangki lebih gede ltr isi ron full bisa ribuan untung jarang dipake,pertamax naik jadi benaran berasa anjir motor beat kalo lagi kerja biasa ngisi ribu sudah dapat ltr awet sampai h sekarang ribu baru dapat ltr motor satu lagi tangki lebih gede ltr isi ron full bisa ribuan untung jarang dipakai,pertamax naik jadi benar asa anjir motor beat kerja biasa ngisi ribu ltr awet h sekarang ribu baru ltr motor satu tangki lebih gede ltr isi ron full ribu untung jarang pakai
2078241424869630439,Fri Jul 17 22:12:22 +0000 2026,Muji Afianto,MujiAfianto,"Gue langganan Pertamax
Sejak harga Pertamax naik, perasaan kayak boros banget
Padahal pemakaian normal
😡🤯",gue langganan pertamax sejak harga pertamax naik perasaan kayak boros banget padahal pemakaian normal,gue langganan pertamax sejak harga pertamax naik perasaan kayak boros banget padahal pemakaian normal,gue langgan pertamax sejak harga pertamax naik asa kayak boros banget padahal pakai normal
2078177890248913107,Fri Jul 17 17:59:54 +0000 2026,annie 𓅮,bebekhermes,@limttel wkwkw dulu pas belom naik pertamax aku sering beli by tapi pas naik pertamax dan harga ayam jdi mikir😭😭🤣🙏🏻,wkwkw dulu pas belom naik pertamax aku sering beli by tapi pas naik pertamax dan harga ayam jdi mikir,wkwkw dulu pas belum naik pertamax aku sering beli by tapi pas naik pertamax dan harga ayam jadi mikir,wkwkw dulu pas naik pertamax aku sering beli by pas naik pertamax harga ayam jadi mikir
2078140089448931483,Fri Jul 17 15:29:41 +0000 2026,Lulusan Segar,sipalingbacot,"@Jateng_Twit di spbu gua biasa ngisi emg terjadi shifting sih, dulu sblm pertamax naik, yg ngantri pertamax banyak dan pertalite lebih banyak, skrg yg ngisi pertamax sepi tapi pertalite lebih banyak dari sebelumnya",di spbu gua biasa ngisi emg terjadi shifting sih dulu sblm pertamax naik yg ngantri pertamax banyak dan pertalite lebih banyak skrg yg ngisi pertamax sepi tapi pertalite lebih banyak dari sebelumnya,di spbu gua biasa ngisi memang terjadi shifting sih dulu sebelum pertamax naik yang mengantri pertamax banyak dan pertalite lebih banyak sekarang yang ngisi pertamax sepi tapi pertalite lebih banyak dari sebelumnya,spbu gua biasa ngisi memang jadi shifting dulu pertamax naik antri pertamax banyak pertalite lebih banyak sekarang ngisi pertamax sepi pertalite lebih banyak belum
2078135781126988099,Fri Jul 17 15:12:34 +0000 2026,al,b1ancasbf,"“Pertalite sedang dalam perjalanan.” That’s fucking crazy. Pertamax naik, orang-orang pakai Pertalite, Pertalite langka, Pertamax opsi terakhir (mau gak mau), mitra untung, eceran untung 👍🏻.",pertalite sedang dalam perjalanan that s fucking crazy pertamax naik orang orang pakai pertalite pertalite langka pertamax opsi terakhir mau gak mau mitra untung eceran untung,pertalite sedang dalam perjalanan that si fucking crazy pertamax naik orang orang pakai pertalite pertalite langka pertamax opsi terakhir mau enggak mau mitra untung eceran untung,pertalite sedang jalan that si fucking crazy pertamax naik orang orang pakai pertalite pertalite langka pertamax opsi akhir mau enggak mau mitra untung ecer untung
2078129757850648946,Fri Jul 17 14:48:38 +0000 2026,SmwGwOto,SmwGwOto,"Memasuki pekan ketiga Juli, harga Pertalite, Pertamax, dan Solar masih mengacu pada penyesuaian yang berlaku sejak awal bulan, sehingga belum ada kenaikan maupun penurunan harga baru.",memasuki pekan ketiga juli harga pertalite pertamax dan solar masih mengacu pada penyesuaian yang berlaku sejak awal bulan sehingga belum ada kenaikan maupun penurunan harga baru,memasuki pekan ketiga juli harga pertalite pertamax dan solar masih mengacu pada penyesuaian yang berlaku sejak awal bulan sehingga belum ada kenaikan maupun penurunan harga baru,pasuk pekan tiga juli harga pertalite pertamax solar acu sesuai laku sejak awal bulan naik maupun turun harga baru
2078117225849061486,Fri Jul 17 13:58:50 +0000 2026,BUAYABARAT,SARANGBUAYAZ,"Malaysia Klaim Bensin RON 95 Lebih Murah dari Arab Saudi, Begini Penjelasannya

Harga bahan bakar di Malaysia kembali menjadi sorotan setelah beredar informasi bahwa bensin RON 95 di negeri jiran dijual sekitar 1,99 ringgit per liter, atau setara sekitar Rp8.800 per liter https://t.co/I11azmr1nK",malaysia klaim bensin ron lebih murah dari arab saudi begini penjelasannya harga bahan bakar di malaysia kembali menjadi sorotan setelah beredar informasi bahwa bensin ron di negeri jiran dijual sekitar ringgit per liter atau setara sekitar rp per liter,malaysia klaim bensin ron lebih murah dari arab saudi begini penjelasannya harga bahan bakar di malaysia kembali menjadi sorotan setelah beredar informasi bahwa bensin ron di negeri jiran dijual sekitar ringgit per liter atau setara sekitar rp per liter,malaysia klaim bensin ron lebih murah arab saudi begini jelas harga bahan bakar malaysia jadi sorot edar informasi bensin ron negeri jiran jual ringgit per liter tara rp per liter
2078104116505743411,Fri Jul 17 13:06:45 +0000 2026,Buddhis Garis Lucu (centang biru),BuddhisGL,"@lindalindu14 Odol jadi sebutan pasta gigi karena muncul dari masyarakat. Ga mungkin dari produsen mau menyatakan merek mereka dengan sebutan odol

Patin fillet disebut dori oleh yang jual supaya bisa ngangkat harga,
Kenapa mereka ga sebut patin fillet sejak awal?

Kasus odol karena persepsi",odol jadi sebutan pasta gigi karena muncul dari masyarakat ga mungkin dari produsen mau menyatakan merek mereka dengan sebutan odol patin fillet disebut dori oleh yang jual supaya bisa ngangkat harga kenapa mereka ga sebut patin fillet sejak awal kasus odol karena persepsi,odol jadi sebutan pasta gigi karena muncul dari masyarakat enggak mungkin dari produsen mau menyatakan merek mereka dengan sebutan odol patin fillet disebut dori oleh yang jual supaya bisa ngangkat harga kenapa mereka enggak sebut patin fillet sejak awal kasus odol karena persepsi,odol jadi sebut pasta gigi muncul masyarakat enggak mungkin produsen mau nyata merek sebut odol patin fillet sebut dor jual ngangkat harga enggak sebut patin fillet sejak awal kasus odol persepsi
2078081068050337839,Fri Jul 17 11:35:10 +0000 2026,MAD*,suka2diriku,resmi terdampak harga pertamax https://t.co/tXrSqJtJDl,resmi terdampak harga pertamax,resmi terdampak harga pertamax,resmi dampak harga pertamax
2078066265734906136,Fri Jul 17 10:36:21 +0000 2026,The Fool Insight,foolinsights,"Tanggal 8 November 2023 Pak Prabowo berbicara soal berbagai subsidi termasuk pendidikan, layanan kesehatan dan BBM di forum CNBC. 

Beliau ngomong dengan sangat percaya diri seolah-olah memberikan harapan bagi rakyat. Tapi, sampai saat ini keadaan negara justru makin parah dan https://t.co/hKqgUD05xa",tanggal november pak prabowo berbicara soal berbagai subsidi termasuk pendidikan layanan kesehatan dan bbm di forum cnbc beliau ngomong dengan sangat percaya diri seolah olah memberikan harapan bagi rakyat tapi sampai saat ini keadaan negara justru makin parah dan,tanggal november pak prabowo berbicara soal berbagai subsidi termasuk pendidikan layanan kesehatan dan bbm di forum cnbc beliau mengomong dengan sangat percaya diri seolah olah memberikan harapan bagi rakyat tapi sampai saat ini keadaan negara justru makin parah dan,tanggal november pak prabowo bicara soal bagai subsidi masuk didik layan sehat bbm forum cnbc beliau omong sangat percaya diri olah beri harap rakyat ada negara justru makin parah
2078056049450582040,Fri Jul 17 09:55:45 +0000 2026,Bass𓆡,abcdefvck_0,"Kabarnya kalo pertamax naik,
Kalo kabar kamu gimana??",kabarnya kalo pertamax naik kalo kabar kamu gimana,kabarnya kalo pertamax naik kalo kabar kamu bagaimana,kabar pertamax naik kabar kamu bagaimana
2078037992615145950,Fri Jul 17 08:44:00 +0000 2026,🦄,auroaroraa,"POV kamu warga kota minyak tapi harus menghabiskan 1 podcast Raditya Dika alias satu jam buat antri isi pertalite.
Semenjak pertamax naik antrian pertalite di SPBU makin gak masuk akal mau motor atau mobil. :"""""" https://t.co/fSIkRT5Qek",pov kamu warga kota minyak tapi harus menghabiskan podcast raditya dika alias satu jam buat antri isi pertalite semenjak pertamax naik antrian pertalite di spbu makin gak masuk akal mau motor atau mobil,pov kamu warga kota minyak tapi harus menghabiskan podcast raditya dika alias satu jam buat antri isi pertalite semenjak pertamax naik antrian pertalite di spbu makin enggak masuk akal mau motor atau mobil,pov kamu warga kota minyak habis podcast raditya dika alias satu jam buat antri isi pertalite semenjak pertamax naik antri pertalite spbu makin enggak masuk akal mau motor mobil
2078013715543433260,Fri Jul 17 07:07:32 +0000 2026,RAF,adxraboy,"mana ada kemaren komen seorang influenser tolol
""demo demo karena pertamax naik, kaya make pertamax aja""",mana ada kemaren komen seorang influenser tolol demo demo karena pertamax naik kaya make pertamax aja,mana ada kemarin komen seorang influenser tolol demo demo karena pertamax naik kayak memakai pertamax saja,mana kemarin komen orang influenser tolol demo demo pertamax naik kayak pakai pertamax
2078012093438341128,Fri Jul 17 07:01:05 +0000 2026,‏ً,liverpyul,"same goes to girlies who said that they like jude or szobo or siapapun deh, kayak biarin aja ga sih??? emang harga pertamax bakal turun kalo lu perangin hal remeh kayak gini? julid aja dah",same goes to girlies who said that they like jude or szobo or siapapun deh kayak biarin aja ga sih emang harga pertamax bakal turun kalo lu perangin hal remeh kayak gini julid aja dah,same goes tapi girlies who said that they like jude orang szobo orang siapapun deh kayak biarkan saja enggak sih memang harga pertamax bakal turun kalo lu perangin hal remeh kayak begini julid saja deh,same goes girlies who said that they like jude orang szobo orang siapa kayak biar enggak memang harga pertamax bakal turun lu perangin remeh kayak begini julid
2077998669220200753,Fri Jul 17 06:07:44 +0000 2026,Embun Pagi💧💧,_riverheaven,@Roebanie Antri pertalite...sejak kebaikan Pertamax ganti harga pemandangan seperti ini kerap terjadi,antri pertalite sejak kebaikan pertamax ganti harga pemandangan seperti ini kerap terjadi,antri pertalite sejak kebaikan pertamax ganti harga pemandangan seperti ini kerap terjadi,antri pertalite sejak baik pertamax ganti harga pandang kerap jadi
2077991867225170088,Fri Jul 17 05:40:43 +0000 2026,Luxqyy,luxxxqy,@duta_crypto Real bang dut. Disini harga Pertalite eceran 15rb Pertamax. 20-25rb per liter.,real bang dut disini harga pertalite eceran rb pertamax rb per liter,real bang dut disini harga pertalite eceran ribu pertamax ribu per liter,real bang dut sini harga pertalite ecer ribu pertamax ribu per liter
2077987791011742192,Fri Jul 17 05:24:31 +0000 2026,Mamat Beceng,mamangkabilator,"@Heraloebss Tapi kalo dipelosok masih ada pertalite gara2 mereka, rakyat juga sih yg terbantu. Bayangkan harga pertamax di pelosok itu jadi harga brp? Ini pendapat pribadi ya",tapi kalo dipelosok masih ada pertalite gara mereka rakyat juga sih yg terbantu bayangkan harga pertamax di pelosok itu jadi harga brp ini pendapat pribadi ya,tapi kalo dipelosok masih ada pertalite gara mereka rakyat juga sih yang terbantu bayangkan harga pertamax di pelosok itu jadi harga berapa ini pendapat pribadi ya,pelosok pertalite gara rakyat bantu bayang harga pertamax pelosok jadi harga berapa dapat pribadi
2077986296325107984,Fri Jul 17 05:18:34 +0000 2026,Sendi Sina,nadiemin,"@pecintareybahan iya, naik dikit aja masih lebih murah dari Pertamax kita. beda jauh",iya naik dikit aja masih lebih murah dari pertamax kita beda jauh,iya naik dikit saja masih lebih murah dari pertamax kita beda jauh,iya naik dikit lebih murah pertamax beda jauh
2077974932542341618,Fri Jul 17 04:33:25 +0000 2026,pecintarebahan,pecintareybahan,"BREAKING: BBM Malaysia Naik, tapi RON 95 Tetap Lebih Murah dari Pertamax

Pemerintah Malaysia kembali menyesuaikan harga BBM non-subsidi untuk pekan ini. Meski mengalami kenaikan, harga bensin RON 95 di Malaysia masih lebih murah dibanding Pertamax (RON 92) di Indonesia. Harga",breaking bbm malaysia naik tapi ron tetap lebih murah dari pertamax pemerintah malaysia kembali menyesuaikan harga bbm non subsidi untuk pekan ini meski mengalami kenaikan harga bensin ron di malaysia masih lebih murah dibanding pertamax ron di indonesia harga,breaking bbm malaysia naik tapi ron tetap lebih murah dari pertamax pemerintah malaysia kembali menyesuaikan harga bbm non subsidi untuk pekan ini meski mengalami kenaikan harga bensin ron di malaysia masih lebih murah dibanding pertamax ron di indonesia harga,breaking bbm malaysia naik ron tetap lebih murah pertamax perintah malaysia sesuai harga bbm non subsidi pekan meski alami naik harga bensin ron malaysia lebih murah banding pertamax ron indonesia harga
2077965797901697338,Fri Jul 17 03:57:07 +0000 2026,Kompas.com,kompascom,"Baca di sini: https://t.co/usNROcdAHH 

PT Pertamina Patra Niaga mengungkap terjadinya perubahan pola konsumsi masyarakat dari BBM non-subsidi ke subsidi. Konsumsi Pertamax series tercatat naik 18 persen sejak dilakukan penyesuaian harga BBM non-subsidi.

~KR #PolaKonsumsiBBM https://t.co/dQArBvfo5i",baca di sini pt pertamina patra niaga mengungkap terjadinya perubahan pola konsumsi masyarakat dari bbm non subsidi ke subsidi konsumsi pertamax series tercatat naik persen sejak dilakukan penyesuaian harga bbm non subsidi kr,baca di sini pt pertamina patra niaga mengungkap terjadinya perubahan pola konsumsi masyarakat dari bbm non subsidi ke subsidi konsumsi pertamax series tercatat naik persen sejak dilakukan penyesuaian harga bbm non subsidi kira,baca sini pt pertamina patra niaga ungkap jadi ubah pola konsumsi masyarakat bbm non subsidi subsidi konsumsi pertamax series catat naik persen sejak laku sesuai harga bbm non subsidi kira
2077962610775847015,Fri Jul 17 03:44:27 +0000 2026,gom,WidyawatiPuji,"@KarunaNilamm @Heraloebss Nah benar, semenjak ngekos dideket spbu meski sll antri panjang &amp; sering habis tp rasanya lbh mudah daripada pas didesa jrg bisa pake pertalite &amp; harga pertamax udah 20k lbh, krn desaku ke spbu 30km, itu udh termasuk dekat malahan",nah benar semenjak ngekos dideket spbu meski sll antri panjang amp sering habis tp rasanya lbh mudah daripada pas didesa jrg bisa pake pertalite amp harga pertamax udah k lbh krn desaku ke spbu km itu udh termasuk dekat malahan,nah benar semenjak ngekos dideket spbu meski selalu antri panjang amp sering habis tapi rasanya lebih mudah daripada pas didesa jrg bisa pakai pertalite amp harga pertamax sudah ke lebih karena desaku ke spbu kamu itu sudah termasuk dekat malahan,nah benar semenjak ngekos dideket spbu meski selalu antri panjang sering habis rasa lebih mudah pas desa jrg pakai pertalite harga pertamax lebih desa spbu kamu masuk dekat malah
2077959997137506335,Fri Jul 17 03:34:04 +0000 2026,Farid,faridraje,"@StefanAntonio__ Bagaimana dg yg tertulis di nota pembelian pertalite di pertamina, harga pertalite lebih tinggi dr pertamax seblm disubsidi?",bagaimana dg yg tertulis di nota pembelian pertalite di pertamina harga pertalite lebih tinggi dr pertamax seblm disubsidi,bagaimana dengan yang tertulis di nota pembelian pertalite di pertamina harga pertalite lebih tinggi dari pertamax seblm disubsidi,bagaimana tulis nota beli pertalite pertamina harga pertalite lebih tinggi pertamax seblm subsidi
2077944042714026219,Fri Jul 17 02:30:40 +0000 2026,Bandar Baru,bandarbaru_1,"dan ini adalah domino effect: orang beralih ke Pertalite akibat tarif BBM non-subsidi (Pertamax, dst.) naik dan makin mahal, sementara ekonomi dan pendapatan masyarakat gitu-gitu aja tidak ada kenaikan signifikan, dan situasi ekonomi semakin mencekek mereka.",dan ini adalah domino effect orang beralih ke pertalite akibat tarif bbm non subsidi pertamax dst naik dan makin mahal sementara ekonomi dan pendapatan masyarakat gitu gitu aja tidak ada kenaikan signifikan dan situasi ekonomi semakin mencekek mereka,dan ini adalah domino effect orang beralih ke pertalite akibat tarif bbm non subsidi pertamax dst naik dan makin mahal sementara ekonomi dan pendapatan masyarakat begitu begitu saja tidak ada kenaikan signifikan dan situasi ekonomi semakin mencekek mereka,domino effect orang alih pertalite akibat tarif bbm non subsidi pertamax naik makin mahal ekonomi dapat masyarakat naik signifikan situasi ekonomi makin cekek
2077931241933099231,Fri Jul 17 01:39:48 +0000 2026,Kevin Geraldhy,GerraldKevin,@konoholicx Semenjak Pertamax naik sih jd rame ni SPBU,semenjak pertamax naik sih jd rame ni spbu,semenjak pertamax naik sih jadi rame nih spbu,semenjak pertamax naik jadi rame nih spbu
2077914953458307255,Fri Jul 17 00:35:05 +0000 2026,Kursi Pojok Atas,kursipojokatas,"@LambeSahamjja Dibilang panic buying, padahal banyak orang cuma kabur dari harga Pertamax yang makin ga napak tanah. Dompet menjerit, Pertalite jadi pelabuhan terakhir",dibilang panic buying padahal banyak orang cuma kabur dari harga pertamax yang makin ga napak tanah dompet menjerit pertalite jadi pelabuhan terakhir,dibilang panic buying padahal banyak orang cuma kabur dari harga pertamax yang makin enggak napak tanah dompet menjerit pertalite jadi pelabuhan terakhir,bilang panic buying padahal banyak orang cuma kabur harga pertamax makin enggak napak tanah dompet jerit pertalite jadi labuh akhir
2077887249518096712,Thu Jul 16 22:45:00 +0000 2026,Cek Beritanya,Cekberitanya,"Benarkah pertamax turun jadi Rp10.500 per liter??

Faktanya, Menteri ESDM tidak pernah mengumumkan penurunan harga Pertamax. Hingga kini, Pertamina Patra Niaga belum merilis harga BBM nonsubsidi terbaru.

Baca selengkapnya:
https://t.co/BBQ6jNRWGS https://t.co/twFES5oFdE",benarkah pertamax turun jadi rp per liter faktanya menteri esdm tidak pernah mengumumkan penurunan harga pertamax hingga kini pertamina patra niaga belum merilis harga bbm nonsubsidi terbaru baca selengkapnya,benarkah pertamax turun jadi rp per liter faktanya menteri esdm tidak pernah mengumumkan penurunan harga pertamax hingga kini pertamina patra niaga belum merilis harga bbm nonsubsidi terbaru baca selengkapnya,benar pertamax turun jadi rp per liter fakta menteri esdm pernah umum turun harga pertamax hingga kini pertamina patra niaga rilis harga bbm nonsubsidi baru baca lengkap
2077883427542716889,Thu Jul 16 22:29:48 +0000 2026,istrinya suami,5Disayanginjun,"in this economy, dimana harga pertamax naik, worth it ga ya dari Pati ke Dieng motoran?? 
pls ingin melihat salju",in this economy dimana harga pertamax naik worth it ga ya dari pati ke dieng motoran pls ingin melihat salju,ini this economy dimana harga pertamax naik worth itu enggak ya dari pati ke dieng motoran pls ingin melihat salju,this economy harga pertamax naik worth enggak pati dieng motor pls lihat salju
2077807989797605686,Thu Jul 16 17:30:03 +0000 2026,Ian elaelo,nyangtyunnie,komuk yjh kyk abis liat harga Pertamax,komuk yjh kyk abis liat harga pertamax,muka yjh kayak habis lihat harga pertamax,muka yjh kayak habis lihat harga pertamax
2077798139835105546,Thu Jul 16 16:50:54 +0000 2026,Harian Jogja,Harian_Jogja,Penjualan Pertamax Anjlok 18 Persen Seusai Harga BBM Naik https://t.co/gucbdvVwqj,penjualan pertamax anjlok persen seusai harga bbm naik,penjualan pertamax anjlok persen seusai harga bbm naik,jual pertamax anjlok persen usai harga bbm naik
2077788916472828010,Thu Jul 16 16:14:15 +0000 2026,융 ☽̶☾ 🌻🍒,loey_yoong,"Sudah dibilang lagu mbg lagu kiamat, my little bolu ketan my ass. 
Sampe hari ni antrian bbm masih panjang bahkan pertamax pun. Di pertamibi pertalite sampe harga 18rb/l ngalahin pertamax",sudah dibilang lagu mbg lagu kiamat my little bolu ketan my ass sampe hari ni antrian bbm masih panjang bahkan pertamax pun di pertamibi pertalite sampe harga rb l ngalahin pertamax,sudah dibilang lagu mbak lagu kiamat my little bolu ketan my ass sampai hari nih antrian bbm masih panjang bahkan pertamax pun di pertamibi pertalite sampai harga ribu l mengalahkan pertamax,bilang lagu mbak lagu kiamat my little bolu ketan my ass hari nih antri bbm panjang bahkan pertamax pertamibi pertalite harga ribu l kalah pertamax
2077774906658611350,Thu Jul 16 15:18:35 +0000 2026,tia 🌙⋆⁺⋆fuma's black hair⋆⁺⋆,muratatafuma,"@silvravile + kalo 16k itu harga pertamax
kalo 18k itu satu dollar🙂‍↔️🙂‍↔️",kalo k itu harga pertamax kalo k itu satu dollar,kalo ke itu harga pertamax kalo ke itu satu dollar,harga pertamax satu dollar
2077752566285566321,Thu Jul 16 13:49:49 +0000 2026,Panggil aja || Mas Steff,StefanAntonio__,".
.
Gua kalau Pemerintah bilang stok 15 hari ..
Otak gua langsung kasi Diskon paling banter stok cuma bisa 10 hari

Ini Antrian Pertalite udah makin panjang itu bukan cuma di Sumatra ya Om Bolu Ketan ..

SPBU Pertamina di Jakarta juga udah makin mengular antrian Pertalitenya .. https://t.co/D6dmxpiZsb",gua kalau pemerintah bilang stok hari otak gua langsung kasi diskon paling banter stok cuma bisa hari ini antrian pertalite udah makin panjang itu bukan cuma di sumatra ya om bolu ketan spbu pertamina di jakarta juga udah makin mengular antrian pertalitenya,gua kalau pemerintah bilang stok hari otak gua langsung kasih diskon paling banter stok cuma bisa hari ini antrian pertalite sudah makin panjang itu bukan cuma di sumatra ya om bolu ketan spbu pertamina di jakarta juga sudah makin mengular antrian pertalitenya,gua kalau perintah bilang stok hari otak gua langsung kasih diskon paling banter stok cuma hari antri pertalite makin panjang bukan cuma sumatra om bolu ketan spbu pertamina jakarta makin ular antri pertalitenya
2077751898002874769,Thu Jul 16 13:47:09 +0000 2026,aca,nasimaduu,"balikin harga pertamax kyk sebelumnya, biasanya gw isi 50k masih ada kembalian dah full tank eehh ini 50k ga full hdeehhhh males",balikin harga pertamax kyk sebelumnya biasanya gw isi k masih ada kembalian dah full tank eehh ini k ga full hdeehhhh males,balikin harga pertamax kayak sebelumnya biasanya gue isi ke masih ada kembalian deh full tank eehh ini ke enggak full hdeehhhh malas,balikin harga pertamax kayak belum biasa gue isi kembali full tank eehh enggak full hdeehhhh malas
2077730083855630615,Thu Jul 16 12:20:29 +0000 2026,Trend Asia,TrendAsia_Org,"Sadar nggak sih, tiap kali ada kebijakan atau pidato jayen yang bikin kita keblinger, timeline malah penuh meme?

Harga Pertamax naik? Meme.
Pejabat ngomong “ndasmu”? Meme.
Pelatihan militer buat jaga toko? Meme
Aturan baru bikin pusing? Meme.

Bahkan kadang, sebelum media https://t.co/lkoCvcvb0v",sadar nggak sih tiap kali ada kebijakan atau pidato jayen yang bikin kita keblinger timeline malah penuh meme harga pertamax naik meme pejabat ngomong ndasmu meme pelatihan militer buat jaga toko meme aturan baru bikin pusing meme bahkan kadang sebelum media,sadar enggak sih tiap kali ada kebijakan atau pidato jayen yang bikin kita keblinger timeline malah penuh meme harga pertamax naik meme pejabat mengomong ndasmu meme pelatihan militer buat jaga toko meme aturan baru bikin pusing meme bahkan kadang sebelum media,sadar enggak tiap kali bijak pidato jayen bikin keblinger timeline malah penuh meme harga pertamax naik meme jabat omong ndasmu meme latih militer buat jaga toko meme atur baru bikin pusing meme bahkan kadang media
2077727700333343093,Thu Jul 16 12:11:00 +0000 2026,Veritas Research,VeritasRsc,"IRAN THREATENS SECOND GLOBAL ENERGY CHOKEPOINT

Ancaman Hormuz Jilid Dua di Bab el-Mandeb — Aman Nggak Sih Indonesia?

Iran dilaporkan udah nyuruh Houthi di Yaman siap-siap tutup Bab el-Mandeb kalau AS terus nyerang infrastruktur Iran — artinya dua jalur ekspor minyak utama Timur",iran threatens second global energy chokepoint ancaman hormuz jilid dua di bab el mandeb aman nggak sih indonesia iran dilaporkan udah nyuruh houthi di yaman siap siap tutup bab el mandeb kalau as terus nyerang infrastruktur iran artinya dua jalur ekspor minyak utama timur,iran threatens second global energy chokepoint ancaman hormuz jilid dua di bab el mandeb aman enggak sih indonesia iran dilaporkan sudah nyuruh houthi di yaman siap siap tutup bab el mandeb kalau as terus menyerang infrastruktur iran artinya dua jalur ekspor minyak utama timur,iran threatens second global energy chokepoint ancam hormuz jilid bab el mandeb aman enggak indonesia iran lapor nyuruh houthi yaman siap siap tutup bab el mandeb kalau as terus serang infrastruktur iran arti jalur ekspor minyak utama timur
